head	relation	tail 
3537	has_director	Normand McDonald
3538	has_genre	Comedy
3538	has_genre	Short
3538	has_rating	null
3538	has_director	Wilfrid North
3538	has_director	James Young
3539	has_genre	Short
3539	has_rating	null
3539	has_director	Mauritz Stiller
3543	has_genre	Short
3543	has_genre	Comedy
3543	has_rating	null
3543	has_director	Theo Frenkel
3544	has_genre	Short
3544	has_genre	Drama
3544	has_rating	null
3544	has_director	Charles Brabin
3545	has_genre	Action
3545	has_genre	Adventure
3545	has_rating	5.6
3545	has_director	Walter Edwin
3546	has_genre	Short
3546	has_genre	Comedy
3546	has_rating	null
3546	has_director	Phillips Smalley
3548	has_genre	Drama
3548	has_genre	Short
3548	has_genre	Comedy
3548	has_rating	null
3548	has_director	Ralph Ince
3549	has_genre	Comedy
3549	has_genre	Short
3549	has_rating	null
3549	has_director	Dell Henderson
3550	has_genre	Comedy
3550	has_genre	Short
3550	has_rating	null
3550	has_director	Charles H. France
3551	has_genre	Short
3551	has_genre	Drama
3551	has_genre	Thriller
3551	has_rating	null
3551	has_director	Colin Campbell
3552	has_genre	Comedy
3552	has_genre	Short
3552	has_rating	7.4
3552	has_director	Phillips Smalley
3553	has_genre	Short
3553	has_genre	Drama
3553	has_rating	null
3553	has_director	Charles Brabin
3554	has_genre	Drama
3554	has_genre	Short
3554	has_rating	null
3554	has_director	George Lessey
3555	has_genre	Short
3555	has_genre	Comedy
3555	has_rating	null
3555	has_director	Phillips Smalley
3556	has_genre	Animation
3556	has_genre	Short
3556	has_rating	null
3556	has_director	Émile Cohl
3557	has_genre	Animation
3557	has_genre	Short
3557	has_rating	null
3557	has_director	Émile Cohl
3559	has_genre	Animation
3559	has_genre	Short
3559	has_rating	null
3559	has_director	Émile Cohl
3563	has_genre	Drama
3563	has_genre	Romance
3563	has_genre	Short
3563	has_rating	null
3563	has_director	Lem B. Parker
3564	has_genre	Drama
3564	has_genre	Short
3564	has_rating	null
3564	has_director	Walter Edwin
3565	has_genre	Crime
3565	has_rating	5.9
3565	has_director	Max Mack
3566	has_genre	Short
3566	has_genre	Comedy
3566	has_rating	null
3566	has_director	Henry Lehrman
3567	has_genre	Drama
3567	has_genre	Romance
3567	has_genre	Short
3567	has_rating	null
3567	has_director	Allan Dwan
3568	has_genre	Short
3568	has_genre	Drama
3568	has_rating	null
3568	has_director	Phillips Smalley
3569	has_genre	Drama
3569	has_genre	Short
3569	has_rating	null
3569	has_director	Dell Henderson
3571	has_genre	Comedy
3571	has_genre	Drama
3571	has_genre	Short
3571	has_rating	null
3571	has_director	Lem B. Parker
3572	has_genre	Drama
3572	has_genre	Short
3572	has_genre	Romance
3572	has_rating	null
3572	has_director	n
3572	has_director	u
3572	has_director	l
3572	has_director	l
3573	has_genre	Comedy
3573	has_genre	Short
3573	has_rating	null
3573	has_director	Walter Edwin
3574	has_genre	Short
3574	has_genre	Drama
3574	has_rating	null
3574	has_director	Colin Campbell
3576	has_genre	Drama
3576	has_genre	Short
3576	has_rating	null
3576	has_director	Ralph Ince
3576	has_director	W.J. Lincoln
3577	has_genre	Drama
3577	has_genre	Short
3577	has_rating	null
3577	has_director	Anthony O'Sullivan
3578	has_genre	Western
3578	has_genre	Short
3578	has_rating	5.9
3578	has_director	D.W. Griffith
3580	has_genre	Romance
3580	has_genre	Western
3580	has_genre	Short
3580	has_rating	null
3580	has_director	Wallace Reid
3581	has_genre	Short
3581	has_rating	null
3581	has_director	Fructuós Gelabert
3584	has_genre	Crime
3584	has_genre	Thriller
3584	has_rating	6.9
3584	has_director	Bertram Harrison
3586	has_genre	Short
3586	has_genre	Drama
3586	has_genre	Romance
3586	has_rating	null
3586	has_director	Ralph Ince
3587	has_genre	Adventure
3587	has_rating	5.7
3587	has_director	Ralph Ince
3590	has_genre	n
3590	has_genre	u
3590	has_genre	l
3590	has_genre	l
3590	has_rating	7.4
3590	has_director	Aladár Fodor
3591	has_genre	Short
3591	has_genre	Drama
3591	has_rating	6.1
3591	has_director	Herbert Brenon
3591	has_director	George Edwardes-Hall
3592	has_genre	Short
3592	has_genre	Comedy
3592	has_rating	null
3592	has_director	Wilfrid North
3593	has_genre	Documentary
3593	has_rating	null
3593	has_director	n
3593	has_director	u
3593	has_director	l
3593	has_director	l
3594	has_genre	Short
3594	has_genre	Comedy
3594	has_rating	null
3594	has_director	Allen Curtis
3596	has_genre	Drama
3596	has_rating	6.2
3596	has_director	Walter Edwin
3597	has_genre	n
3597	has_genre	u
3597	has_genre	l
3597	has_genre	l
3597	has_rating	null
3597	has_director	Rudolf Biebrach
3598	has_genre	Adventure
3598	has_genre	Comedy
3598	has_rating	5.0
3598	has_director	Charles H. France
3599	has_genre	Documentary
3599	has_genre	Western
3599	has_rating	7.1
3599	has_director	n
3599	has_director	u
3599	has_director	l
3599	has_director	l
3604	has_genre	Drama
3604	has_rating	6.2
3604	has_director	Walter Edwin
3606	has_genre	Drama
3606	has_rating	null
3606	has_director	n
3606	has_director	u
3606	has_director	l
3606	has_director	l
3608	has_genre	n
3608	has_genre	u
3608	has_genre	l
3608	has_genre	l
3608	has_rating	null
3608	has_director	Adrià Gual
3608	has_director	Juan Solá Mestres
3609	has_genre	n
3609	has_genre	u
3609	has_genre	l
3609	has_genre	l
3609	has_rating	5.0
3609	has_director	Curt A. Stark
3614	has_genre	Short
3614	has_genre	Comedy
3614	has_genre	Drama
3614	has_rating	null
3614	has_director	Carroll Fleming
3615	has_genre	Short
3615	has_genre	Comedy
3615	has_rating	5.9
3615	has_director	F. Richard Jones
3616	has_genre	Comedy
3616	has_genre	Short
3616	has_rating	4.7
3616	has_director	David Kirkland
3617	has_genre	Adventure
3617	has_rating	3.1
3617	has_director	Lawrence B. McGill
3618	has_genre	Short
3618	has_genre	Comedy
3618	has_genre	Romance
3618	has_rating	6.9
3618	has_director	J. Searle Dawley
3619	has_genre	n
3619	has_genre	u
3619	has_genre	l
3619	has_genre	l
3619	has_rating	null
3619	has_director	José Gaspar
3622	has_genre	Drama
3622	has_rating	null
3622	has_director	Francisco Santos
3623	has_genre	n
3623	has_genre	u
3623	has_genre	l
3623	has_genre	l
3623	has_rating	null
3623	has_director	José de Togores
3624	has_genre	Short
3624	has_genre	Comedy
3624	has_rating	null
3624	has_director	n
3624	has_director	u
3624	has_director	l
3624	has_director	l
3625	has_genre	Drama
3625	has_rating	6.0
3625	has_director	Vladimir Gardin
3626	has_genre	Drama
3626	has_genre	Short
3626	has_rating	null
3626	has_director	Donald Crisp
3627	has_genre	Animation
3627	has_genre	Comedy
3627	has_genre	Short
3627	has_rating	null
3627	has_director	Vincent Whitman
3628	has_genre	Animation
3628	has_genre	Short
3628	has_rating	null
3628	has_director	Émile Cohl
3629	has_genre	Documentary
3629	has_rating	null
3629	has_director	Manuel Reverter
3632	has_genre	Drama
3632	has_rating	6.3
3632	has_director	Robert Wiene
3633	has_genre	Short
3633	has_genre	Romance
3633	has_genre	Western
3633	has_rating	null
3633	has_director	Christy Cabanne
3634	has_genre	Drama
3634	has_rating	null
3634	has_director	Frank Hall Crane
3635	has_genre	Drama
3635	has_genre	Short
3635	has_rating	null
3635	has_director	n
3635	has_director	u
3635	has_director	l
3635	has_director	l
3637	has_genre	Drama
3637	has_rating	6.4
3637	has_director	Francesca Bertini
3637	has_director	Gustavo Serena
3638	has_genre	Drama
3638	has_genre	Short
3638	has_rating	7.0
3638	has_director	Donald Crisp
3639	has_genre	Drama
3639	has_rating	null
3639	has_director	Frank L. Dear
3640	has_genre	Short
3640	has_genre	Drama
3640	has_rating	null
3640	has_director	E. Mason Hopper
3641	has_genre	Comedy
3641	has_genre	Short
3641	has_rating	5.4
3641	has_director	George D. Baker
3643	has_genre	Crime
3643	has_genre	Drama
3643	has_genre	Horror
3643	has_rating	6.4
3643	has_director	D.W. Griffith
3646	has_genre	Short
3646	has_genre	Drama
3646	has_genre	Romance
3646	has_rating	null
3646	has_director	George Loane Tucker
3648	has_genre	Short
3648	has_genre	Comedy
3648	has_genre	Drama
3648	has_genre	Romance
3648	has_rating	null
3648	has_director	Ralph Ince
3649	has_genre	Comedy
3649	has_genre	Short
3649	has_rating	null
3649	has_director	Joseph Levering
3649	has_director	Will Louis
3652	has_genre	Short
3652	has_genre	Comedy
3652	has_rating	null
3652	has_director	Henry Lehrman
3653	has_genre	Comedy
3653	has_genre	Short
3653	has_rating	null
3653	has_director	n
3653	has_director	u
3653	has_director	l
3653	has_director	l
3654	has_genre	Drama
3654	has_rating	null
3654	has_director	n
3654	has_director	u
3654	has_director	l
3654	has_director	l
3655	has_genre	Drama
3655	has_rating	null
3655	has_director	William F. Haddock
3655	has_director	Edward M. Roskam
3658	has_genre	Short
3658	has_genre	Comedy
3658	has_rating	null
3658	has_director	Roscoe 'Fatty' Arbuckle
3660	has_genre	Short
3660	has_genre	Horror
3660	has_rating	3.6
3660	has_director	Cecil M. Hepworth
3661	has_genre	Animation
3661	has_genre	Short
3661	has_rating	null
3661	has_director	Émile Cohl
3662	has_genre	Short
3662	has_genre	Action
3662	has_genre	Western
3662	has_rating	6.1
3662	has_director	D.W. Griffith
3663	has_genre	Comedy
3663	has_rating	null
3663	has_director	Romaine Fielding
3664	has_genre	Drama
3664	has_rating	null
3664	has_director	n
3664	has_director	u
3664	has_director	l
3664	has_director	l
3667	has_genre	Short
3667	has_genre	Drama
3667	has_rating	null
3667	has_director	John G. Adolfi
3668	has_genre	Adventure
3668	has_genre	Biography
3668	has_genre	Western
3668	has_rating	5.7
3668	has_director	Caryl S. Fleming
3669	has_genre	n
3669	has_genre	u
3669	has_genre	l
3669	has_genre	l
3669	has_rating	null
3669	has_director	Alexander Korda
3669	has_director	Gyula Zilahi
3671	has_genre	Short
3671	has_genre	Drama
3671	has_rating	null
3671	has_director	Phillips Smalley
3671	has_director	Lois Weber
3672	has_genre	Drama
3672	has_rating	null
3672	has_director	William J. Hanley
3673	has_genre	Short
3673	has_genre	Comedy
3673	has_genre	Drama
3673	has_rating	null
3673	has_director	Arthur Ellery
3674	has_genre	Short
3674	has_genre	Drama
3674	has_genre	War
3674	has_rating	null
3674	has_director	Maurice Elvey
3675	has_genre	Adventure
3675	has_rating	6.3
3675	has_director	Arthur V. Johnson
3676	has_genre	Drama
3676	has_rating	null
3676	has_director	Alice Guy
3677	has_genre	Drama
3677	has_rating	null
3677	has_director	William Powers
3678	has_genre	Short
3678	has_genre	Drama
3678	has_rating	null
3678	has_director	Christy Cabanne
3679	has_genre	Short
3679	has_genre	Comedy
3679	has_rating	5.5
3679	has_director	Henry Lehrman
3680	has_genre	Short
3680	has_genre	Comedy
3680	has_rating	null
3680	has_director	James Kirkwood
3681	has_genre	Short
3681	has_genre	Comedy
3681	has_rating	null
3681	has_director	n
3681	has_director	u
3681	has_director	l
3681	has_director	l
3682	has_genre	Short
3682	has_genre	Drama
3682	has_rating	null
3682	has_director	George Lessey
3683	has_genre	Short
3683	has_genre	Drama
3683	has_rating	null
3683	has_director	Richard Ridgely
3684	has_genre	Drama
3684	has_genre	Short
3684	has_genre	Romance
3684	has_rating	null
3684	has_director	E.H. Calvert
3685	has_genre	Comedy
3685	has_rating	null
3685	has_director	Lau Lauritzen
3686	has_genre	Drama
3686	has_rating	null
3686	has_director	George Melford
3687	has_genre	Short
3687	has_genre	Comedy
3687	has_rating	null
3687	has_director	Roscoe 'Fatty' Arbuckle
3688	has_genre	Documentary
3688	has_rating	null
3688	has_director	Raymond L. Ditmars
3689	has_genre	Drama
3689	has_rating	null
3689	has_director	n
3689	has_director	u
3689	has_director	l
3689	has_director	l
3690	has_genre	Short
3690	has_genre	Comedy
3690	has_genre	Drama
3690	has_rating	null
3690	has_director	n
3690	has_director	u
3690	has_director	l
3690	has_director	l
3691	has_genre	Animation
3691	has_genre	Comedy
3691	has_genre	Short
3691	has_rating	null
3691	has_director	Vincent Whitman
3692	has_genre	Adventure
3692	has_rating	6.8
3692	has_director	Leopold Wharton
3692	has_director	Theodore Wharton
3693	has_genre	Drama
3693	has_rating	null
3693	has_director	John M. Stahl
3694	has_genre	Short
3694	has_genre	Comedy
3694	has_rating	null
3694	has_director	Victor Sjöström
3695	has_genre	Comedy
3695	has_genre	Short
3695	has_rating	null
3695	has_director	Roscoe 'Fatty' Arbuckle
3696	has_genre	Short
3696	has_genre	Western
3696	has_genre	Drama
3696	has_rating	null
3696	has_director	Kenean Buel
3697	has_genre	Short
3697	has_genre	Drama
3697	has_genre	Romance
3697	has_rating	null
3697	has_director	Wallace Reid
3698	has_genre	Comedy
3698	has_rating	6.3
3698	has_director	Oscar Apfel
3698	has_director	Cecil B. DeMille
3699	has_genre	Short
3699	has_genre	Comedy
3699	has_rating	4.5
3699	has_director	Charley Chase
3700	has_genre	Short
3700	has_genre	Western
3700	has_rating	null
3700	has_director	Gilbert M. 'Broncho Billy' Anderson
3701	has_genre	Short
3701	has_genre	Western
3701	has_rating	null
3701	has_director	Gilbert M. 'Broncho Billy' Anderson
3702	has_genre	Short
3702	has_genre	Western
3702	has_rating	null
3702	has_director	Gilbert M. 'Broncho Billy' Anderson
3703	has_genre	Adventure
3703	has_genre	Short
3703	has_genre	Western
3703	has_rating	null
3703	has_director	Gilbert M. 'Broncho Billy' Anderson
3704	has_genre	Short
3704	has_genre	Western
3704	has_rating	null
3704	has_director	Gilbert M. 'Broncho Billy' Anderson
3705	has_genre	Short
3705	has_genre	Western
3705	has_rating	null
3705	has_director	Gilbert M. 'Broncho Billy' Anderson
3706	has_genre	Short
3706	has_genre	Western
3706	has_rating	null
3706	has_director	Gilbert M. 'Broncho Billy' Anderson
3707	has_genre	Short
3707	has_genre	Western
3707	has_rating	null
3707	has_director	Gilbert M. 'Broncho Billy' Anderson
3708	has_genre	Short
3708	has_genre	Western
3708	has_rating	null
3708	has_director	Gilbert M. 'Broncho Billy' Anderson
3709	has_genre	Short
3709	has_genre	Western
3709	has_rating	null
3709	has_director	Gilbert M. 'Broncho Billy' Anderson
3710	has_genre	Short
3710	has_genre	Western
3710	has_rating	null
3710	has_director	Gilbert M. 'Broncho Billy' Anderson
3711	has_genre	Western
3711	has_genre	Short
3711	has_rating	null
3711	has_director	Gilbert M. 'Broncho Billy' Anderson
3712	has_genre	Short
3712	has_genre	Western
3712	has_rating	null
3712	has_director	Gilbert M. 'Broncho Billy' Anderson
3713	has_genre	Short
3713	has_genre	Western
3713	has_rating	null
3713	has_director	Gilbert M. 'Broncho Billy' Anderson
3714	has_genre	Short
